95.469,3.8602,0,0,0.67062,NaN,NaN,NaN,NaN,NaN,0.017518,1.7216
35.418,32.317,1.6184,12.541,18.106,NaN,NaN,NaN,NaN,NaN,0.58179,36.78
18.41,27.581,5.6759,15.466,32.868,NaN,NaN,NaN,NaN,NaN,1.1582,53.666
9.8245,29.038,0,21.705,39.433,NaN,NaN,NaN,NaN,NaN,1.6459,62.205
8.6051,25.688,0,21.468,44.239,NaN,NaN,NaN,NaN,NaN,1.9473,66.071
10.211,24.282,0,19.82,45.686,NaN,NaN,NaN,NaN,NaN,1.9874,66.526
3.81,11.675,2.9798,22.528,59.007,NaN,NaN,NaN,NaN,NaN,3.9546,79.817
2.7121,10.28,1.4401,21.612,63.956,NaN,NaN,NaN,NaN,NaN,4.9274,83.129
0.77824,5.6954,0.0062216,17.329,76.191,NaN,NaN,NaN,NaN,NaN,9.2565,90.25
