99.888,6.2965,-2.7858,-1.4745,2.2047,11.696,15.296,16.879,12.589,11.705,0.012967,1.2801
35.788,32.655,1.6353,12.672,18.295,5.4681,7.1517,7.8918,5.8859,5.4725,0.58179,36.78
18.228,27.309,5.62,15.313,32.544,2.0241,2.6472,2.9212,2.1787,2.0257,1.1582,53.666
9.6509,28.957,-0.55786,21.581,39.172,2.2319,2.9191,3.2212,2.4024,2.2337,1.6538,62.318
8.1526,27.244,-3.7356,22.184,45.246,1.8717,2.448,2.7013,2.0147,1.8732,2.0144,66.826
10.099,24.734,-0.99692,20.042,46.011,0.83185,1.088,1.2005,0.89539,0.83251,2.0055,66.728
3.7865,11.603,2.9614,22.389,58.644,0.85336,1.1161,1.2316,0.91855,0.85404,3.9546,79.817
2.7016,10.24,1.4345,21.528,63.706,0.51029,0.6674,0.73647,0.54927,0.51069,4.9274,83.129
0.7751,5.6724,0.0061966,17.259,75.885,0.46458,0.60761,0.6705,0.50007,0.46495,9.2565,90.25
