isotopologue,14,15,16,17,18,19,20,21,22,23
CH4,0.083591647,0.408643064,0.500499677,0.006888084,0,0.000377528,0,0,0,0
CH3D,0.038709385,0.096898345,0.366929277,0.491081633,0.006381361,0,0,0,0,0
CH2D2,0.024053878,0.044852002,0.139852303,0.30219544,0.482412591,0.006633787,0,0,0,0
CHD3,0.022350482,0.022299688,0.044345407,0.214541295,0.204068387,0.488255368,0.004139373,0,0,0
CD4,0.024005373,0,0.061541783,0,0.39359337,0,0.51898108,0.001878395,0,0
